# Last workflow run on (ET): 2025-08-27 14:27:53
NID,Title,URL,Organization,Product,Issue,"What you should do",Category,"Recall class","Last updated",Archived
62506,"  Cove 24 inch Built-in Dishwashers recalled due to Fire Hazard ",https://recalls-rappels.canada.ca/en/alert-recall/cove-24-inch-built-dishwashers-recalled-due-fire-hazard,"Consumer product safety",,"Fire hazard",,"Appliances - Household items",,2021-06-16,0
62523,"  Grill-It-Kit (12"" Disposable Mini-Quick Grill) recalled due to suffocation hazard ",https://recalls-rappels.canada.ca/en/alert-recall/grill-it-kit-12-disposable-mini-quick-grill-recalled-due-suffocation-hazard,"Consumer product safety","Grill-It-Kit (12"" Disposable Mini-Quick Grill)","Labelling and packaging","Consumers should immediately stop using the product and return the product to the place of purchase for refund.For more information, consumers may contact Home Hardware Stores Ltd. By telephone at 519-664-2252 (ext. 6609) between 8:30am and 4:30pm EST, Monday to Friday or via email at&nbsp;contactus@homehardware.ca.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind Canadians to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the&nbsp;Consumer Product Incident Report Form.This recall is also posted on the&nbsp;OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.","Outdoor living",,2021-06-16,0
62524,"  Expanded Recall: Multiple Jealous Devil Charcoal Products recalled due to Suffocation Hazard ",https://recalls-rappels.canada.ca/en/alert-recall/expanded-recall-multiple-jealous-devil-charcoal-products-recalled-due-suffocation,"Consumer product safety","Jealous Devil Lump 20lbs Charcoal, Jealous Devil Maxxx 10# Pillow Briquettes, Jealous Devil XL Lump 35lbs Charcoal, Jealous Devil CHUNX 10lbs Lump Charcoal, Jealous Devil CHUNX 20lbs lump charcoal and Jealous Devil MAX Pillow Briquette 10# Box","Labelling and packaging","Consumers should immediately stop using the product and contact Jealous Devil by e-mail at&nbsp;info@jealousdevil.com&nbsp;to receive corrective Bilingual labels.For more information, consumers may contact the firm by telephone at +1 661-532-8767 from 9:00 am to 5:00 pm (EST), or by email:&nbsp;info@jealousdevil.com.Please note that the&nbsp;Canada Consumer Product Safety Act&nbsp;prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind Canadians to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the&nbsp;Consumer Product Incident Report Form.This recall is also posted on the&nbsp;OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.","Outdoor living",,2021-06-16,0
65809,"Transport Canada Recall - 2021044 - TRANS TANK SYSTEMS",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2021044-trans-tank-systems,TC,"Truck - Med. & H.D. recalled by TRANS TANK SYSTEMS",Label,,"Truck - Med. & H.D.",,2021-06-16,0
66782,"Transport Canada Recall - 2019329 - POLARIS",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2019329-polaris,TC,"A.T.V. recalled by POLARIS",Brakes,,A.T.V.,,2021-06-16,0
62510,"  LBLA Kids 55"" Trampoline recalled due to fall hazard ",https://recalls-rappels.canada.ca/en/alert-recall/lbla-kids-55-trampoline-recalled-due-fall-hazard,"Consumer product safety",,,,"Toys and games",,2021-06-15,0
62509,"  Xing da Toy Oval Magnets recalled due to ingestion hazard ",https://recalls-rappels.canada.ca/en/alert-recall/xing-da-toy-oval-magnets-recalled-due-ingestion-hazard,"Consumer product safety",,,,"Toys and games",,2021-06-14,0
62511,"  Importation of COVID-19 Vaccine Moderna with up to 15 Doses per Vial and English-only Vial and Carton Labels (US-Labelled Supply) ",https://recalls-rappels.canada.ca/en/alert-recall/importation-covid-19-vaccine-moderna-15-doses-vial-and-english-only-vial-and-carton,"Marketed health products","Moderna COVID-19 Vaccine","Labelling - New safety information - Packaging - Supply - COVID","AudienceHealthcare professionals including infectious disease physicians, pharmacists, family physicians, public health officials, nurses and nurse practitioners, and healthcare professionals at identified points of use.&nbsp;Innomar Strategies Inc. (the Canadian importer and distributor) is distributing COVID-19 Vaccine Moderna doses directly to vaccination locations where administration of the vaccine will occur, as outlined by provincial and territorial governments and public health authorities.Key messagesFurther to the December 23, 2020 authorization of the COVID-19 Vaccine Moderna in accordance with the Interim Order Respecting the Importation, Sale and Advertising of Drugs for Use in Relation to COVID-19, ModernaTx, Inc. is providing US-labelled vaccine supplies with English-only vial and carton labels (see Appendix A, see images below) in order to expedite the distribution of the vaccine in Canada.Moderna COVID-19 Vaccine with US labels is the same as the Health Canada authorized COVID-19 Vaccine Moderna in all aspects (i.e., formulation, strength, route of administration).Healthcare professionals are advised that:The US-labelled supply is being offered in an 8 mL vial fill containing 14 doses (US label maximum 15 doses) of 0.5 mL each. This is different from the Health Canada authorized product which comes in vials containing 10 doses of 0.5 mL each.Important Canadian-specific information is absent from the US-labelled vial and carton (see the ‘Information for healthcare professionals’ section below).Information regarding the vaccine name, description of pharmaceutical form, volume of vial fill and storage conditions are different on the US labels. Continue to reference the Canadian Product Monograph for all product information for use in Canada.The expiration date is not printed on the US vial and carton labels. Healthcare professionals must verify the expiration date prior to vaccination. The expiration date for the corresponding lots can be found in the ‘Products affected’ section below. The expiration date information is also found at www.modernacovid19global.com/ca.The Canadian Product Monograph, which is available in French and English on Health Canada’s Drug Product Database, the federal government’s covid-vaccine.canada.ca website, or at www.modernacovid19global.com/ca, should be referenced for complete product information.Other Canadian-specific labelling information can be accessed at www.modernacovid19global.com/ca. This information is also available on the federal government’s covid-vaccine.canada.ca website.Paper copies of the Canadian Product Monograph and the Patient Medication Information, in French and English, will be available as needed for healthcare professionals and patients.IssueCOVID-19 Vaccine Moderna was authorized for use in accordance with the Interim Order Respecting the Importation, Sale and Advertising of Drugs for Use in Relation to COVID-19. As an extraordinary measure to provide access to vaccine supplies in the context of the global pandemic, Moderna is providing US-labelled vaccine supply on a temporary basis.The US-labelled vaccine, named ‘Moderna COVID-19 Vaccine’, is supplied in a carton of 10 multiple-dose vials with 8 mL fill volume and contain a greater number of doses (14 doses (with US label max. 15 doses)). The vial and carton labels are missing some important Canadian-specific information normally found on Health Canada approved labels (see the ‘Information for healthcare professionals’ section).Products affectedU.S. Vaccine NameDosage Form, Strength, and Route of AdministrationCountry of Origin and Identifying CodeManufacturerImporter and Supplier in CanadaModerna COVID-19 VaccineSuspension for Intramuscular Injection10 multiple-dose vials(each vial contains maximum of 15 doses of 0.5 mL)USANDC 80777-273-15 (vial)NDC 80777-273-98 (carton)Moderna US, Inc.Innomar Strategies Inc.&nbsp;U.S. COVID-19 Vaccine Moderna – Lot and Expiry InformationLot #Expiry DateFill VolumeDoses per Vial052C21A&nbsp;10 Nov 20218 mL14(US label max. 15)042D21A&nbsp;07&nbsp;Feb 20228 mL14(US label max. 15)043D21A&nbsp;09&nbsp;Feb 20228 mL14(US label max. 15)044D21A&nbsp;10&nbsp;Feb 20228 mL14(US label max. 15)045D21A&nbsp;11&nbsp;Feb 20228 mL14(US label max. 15)085D21A&nbsp;19&nbsp;Feb 20228 mL14(US label max. 15)092D21A&nbsp;13&nbsp;Feb 20228 mL14(US label max. 15)093D21A&nbsp;14 Feb 20228 mL14(US label max. 15)016E21A&nbsp;01&nbsp;Mar 2022&nbsp;8 mL14(US label max. 15)018E21A&nbsp;03 Mar&nbsp;2022&nbsp;8 mL14(US label max. 15)019E21A&nbsp;02&nbsp;Mar 2022&nbsp;8 mL14(US label max. 15)020E21A&nbsp;04&nbsp;Mar 2022&nbsp;8 mL14(US label max. 15)047E21A&nbsp;06&nbsp;Mar 2022&nbsp;8 mL14(US label max. 15)016F21A&nbsp;21&nbsp;Mar 2022&nbsp;8 mL14(US label max. 15)Background informationCOVID-19 Vaccine Moderna is indicated for active immunization against coronavirus disease 2019 (COVID-19) caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in individuals 18 years of age and older.As an extraordinary measure to provide access to vaccine supplies in the context of the global pandemic, Health Canada authorized the importation, sale, and advertising of US-labelled COVID-19 Vaccine Moderna with vial and carton labels that are in English-only.&nbsp; The availability of US-labelled Moderna vaccine will be offered on an exceptional basis.&nbsp; The first lots are available for import to Canada the week of June 14th, 2021.The Product Monograph for COVID-19 Vaccine Moderna, which is approved by Health Canada and available in French and English, will not be updated to reflect the interim availability of U.S. supply. Continue to refer to the COVID-19 Vaccine Moderna PM on Health Canada’s Drug Product Database, the federal government’s covid-vaccine.canada.ca website or at www.ModernaCovid19Global.com/ca for complete product information.Health Canada has approved the following interim US-labelled Moderna COVID-19 Vaccine Product Presentation:Carton of 10 multiple-dose vials with 8 mL fill volume.Each vial contains 14 doses (US label maximum 15 doses) (0.5 mL).The US Moderna COVID-19 Vaccine with English-only labels is the same as the Health Canada authorized COVID-19 Vaccine Moderna in all aspects (i.e., formulation, strength, route of administration) and should be used in Canada for the same indication and per the same vaccination schedule.Who is affectedInformation for healthcare professionalsHealthcare professionals should be aware that there are no changes to the product.&nbsp; The indication, dosage, route of administration, strength, formulation, and non-medicinal ingredients in the US-labelled product are the same as the current Health Canada authorized COVID-19 Vaccine Moderna.Healthcare professionals are advised that:The US-labelled Moderna COVID-19 Vaccine has a different carton and vial label. Continue to reference the Canadian Product Monograph for all product information for use in Canada.The Canadian Product Monograph for COVID-19 Vaccine Moderna, which is available in French and English on Health Canada’s Drug Product Database, the federal government’s covid-vaccine.canada.ca website, or at www.modernacovid19global.com/ca, should be referenced for complete product information.The following important Canadian-specific information is absent from the US vial and carton labels:Drug Identification Number (DIN)name and address of the Canadian DIN holdername and address of the Canadian importer and distributorall corresponding text in Frenchexpiry dateThe expiry date is not printed on the vial and carton labels (see Appendix A, see images below).&nbsp;The expiry date for the corresponding lots are summarized in the table found in the ‘Products affected’ section above.&nbsp;The expiry date can also be obtained:through the Canadian website www.modernacovid19global.com/ca, orby scanning the smaller 2D QR code printed on the carton next to the lot number, or on the vial label next to the storage information, which links to the US website. A link is present at the top of the US website to direct Canadian users to the Canadian website (i.e. www.modernacovid19global.com/ca).There are no changes to the dosage and administration, other than the total number of doses per vial.There are no changes to the storage, stability and disposal of the vaccine.&nbsp; The US-labelled Moderna COVID-19 Vaccine should be stored and discarded in accordance with the Canadian Product Monograph.The Moderna Call Centre is available from 9am to 5pm EST, Monday through Friday, and can be reached at 1-866-MODERNA (1-866-663-3762).Action taken by Health CanadaOn September 16, 2020, Canada’s Minister of Health approved an Interim Order Respecting the Importation, Sale and Advertising of Drugs for Use in Relation to COVID-19 to expedite the authorization for the importation, sale, and advertising of drugs used in relation to COVID-19 while taking into consideration urgent public health needs. The Interim Order will expire after one year. Health Canada authorized the use of COVID-19 Vaccine Moderna under the Interim Order on December 23, 2020, and this vaccine has been added to the “List of authorized drugs, vaccines and expanded indications” for COVID-19.Health Canada is permitting the use of US English-only labels for a limited period.Health Canada has made full labelling information available in French and English on the federal government’s covid-vaccine.canada.ca website.Health Canada has worked with Moderna to prepare this alert for the Moderna COVID-19 Vaccine and is communicating this important safety information to healthcare professionals and Canadians via the Recalls and Safety Alerts Database on the Healthy Canadians Web Site. This communication will be further distributed through the MedEffect™ e-Notice email notification system, as well as through social media channels, including LinkedIn and Twitter.Report health or safety concernsManaging marketed health product-related side effects depends on healthcare professionals and consumers reporting them. Any serious or unexpected side effects in patients receiving COVID-19 Vaccine Moderna should be reported to your local Health Unit or Moderna.Moderna Biopharma Canada Corporationc/o SE Corporate Services Ltd., Suite 1700,Park Place, 666 Burrard Street,Vancouver, BC V6C 2X8Telephone: 1-866-663-3762Fax: 1-866-599-1342To correct your mailing address or fax number, contact Moderna Biopharma Canada Corporation at 1-866-MODERNA (1-866-663-3762).If a patient experiences a side effect following immunization, please complete the Adverse Events Following Immunization (AEFI) Form appropriate for your province/territory and send it to your local Health Unit.For other health product inquiries related to this communication, contact Health Canada at:Biologic and Radiopharmaceutical Drugs DirectorateE-mail:&nbsp; hc.brdd.dgo.enquiries.sc@canada.caOriginal signed by&nbsp;Leslie Madden, BSc, MBA, RAC, LLM CandidateDirector, Head of Regulatory Affairs CanadaModernaTx, Inc.ImagesSelect thumbnail to enlarge - opens in a new window&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Biologic or vaccine",,2021-06-14,0
62529,"  Sanofi-Aventis Avalide Product Recall(2021-06-14) ",https://recalls-rappels.canada.ca/en/alert-recall/sanofi-aventis-avalide-product-recall2021-06-14,"Drugs and health products",,"Product safety",,Drugs,"Type I",2021-06-14,0
62530,"  Sanofi-Aventis Avapro Product Recall(2021-06-14) ",https://recalls-rappels.canada.ca/en/alert-recall/sanofi-aventis-avapro-product-recall2021-06-14,"Drugs and health products",,"Product safety",,Drugs,"Type I",2021-06-14,0
62693,"  Al-Rabih brand Tahini recalled due to Salmonella ",https://recalls-rappels.canada.ca/en/alert-recall/al-rabih-brand-tahini-recalled-due-salmonella,CFIA,,Salmonella,,Food,"Class 2",2021-06-14,0
62695,"  Barstool brand and Sweet Island brand Oysters recalled due to generic E. coli ",https://recalls-rappels.canada.ca/en/alert-recall/barstool-brand-and-sweet-island-brand-oysters-recalled-due-generic-e-coli,CFIA,,"Microbial contamination",,Food,"Class 2",2021-06-14,0
65610,"Transport Canada Recall - 2021249 - VOLKSWAGEN",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2021249-volkswagen,TC,"Car recalled by VOLKSWAGEN",Suspension,,"Car - SUV",,2021-06-14,0
66521,"Transport Canada Recall - 2019601 - BMW",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2019601-bmw,TC,"Car recalled by BMW",Airbag,,Car,,2021-06-14,0
